order_id,customer_id,product_id,product_name,category,unit_price,quantity,order_date,customer_age,customer_gender,country,sales
43,123,3,Headphones,Accessories,865,2,2022-01-23,21,Female,USA,1730
44,70,24,Camera,Electronics,301,4,2022-09-07,36,Male,Germany,1204
45,169,37,Camera,Electronics,255,1,2022-01-10,37,Male,USA,255
46,196,16,Headphones,Accessories,319,3,2022-09-03,50,Male,Australia,957
47,13,4,Shoes,Clothing,255,4,2022-11-21,37,Male,Australia,1020
48,49,24,T-shirt,Clothing,912,4,2022-04-10,29,Male,Australia,3648
49,60,34,Shoes,Clothing,947,2,2022-10-17,64,Female,Germany,1894
50,130,30,Smartphone,Electronics,821,3,2022-06-29,18,Female,Germany,2463
51,188,18,Tablet,Electronics,779,3,2022-08-11,43,Female,USA,2337
52,5,19,Smartphone,Electronics,437,1,2022-09-07,31,Male,Canada,437
53,172,31,Camera,Electronics,141,3,2022-05-27,55,Male,Canada,423
54,27,19,Jacket,Clothing,319,1,2022-04-06,54,Male,Germany,319
55,160,49,Laptop,Electronics,841,3,2022-09-14,28,Female,USA,2523
56,149,46,Tablet,Electronics,301,2,2022-11-21,53,Male,Canada,602
57,8,19,Camera,Electronics,437,3,2022-01-04,30,Female,USA,1311
58,200,22,Shoes,Clothing,826,1,2022-01-16,60,Female,USA,826
59,50,24,Shoes,Clothing,389,1,2022-10-07,20,Male,USA,389
60,67,45,Shoes,Clothing,752,2,2022-12-02,50,Male,France,1504
61,44,12,Jacket,Clothing,981,3,2022-09-04,23,Female,Australia,2943
62,125,30,Smartphone,Electronics,141,3,2022-09-15,27,Male,USA,423
63,58,38,Laptop,Electronics,301,2,2022-06-09,22,Female,France,602
64,3,31,Shoes,Clothing,84,3,2022-12-06,40,Male,Germany,252
65,86,36,Sunglasses,Accessories,102,3,2022-06-01,27,Male,Canada,306
66,70,19,Tablet,Electronics,865,1,2022-06-27,61,Female,Australia,865
67,130,48,T-shirt,Clothing,437,3,2022-06-12,19,Male,Canada,1311
68,172,45,Sunglasses,Accessories,992,3,2022-02-02,30,Female,Australia,2976
69,2,36,Laptop,Electronics,981,2,2022-06-28,57,Male,Canada,1962
70,102,30,Jacket,Clothing,774,2,2022-04-11,19,Female,Australia,1548
71,35,49,Laptop,Electronics,558,4,2022-09-25,37,Female,Canada,2232
72,98,33,T-shirt,Clothing,871,1,2022-11-19,18,Male,Canada,871
73,30,18,Tablet,Electronics,51,3,2022-03-06,54,Female,Canada,153
74,116,49,T-shirt,Clothing,211,3,2022-06-17,26,Male,Canada,633
75,8,28,Headphones,Accessories,947,4,2022-11-26,34,Male,Germany,3788
76,150,47,Tablet,Electronics,769,3,2022-02-12,26,Male,USA,2307
77,44,11,Laptop,Electronics,155,1,2022-02-13,28,Female,UK,155
78,186,45,Shoes,Clothing,395,4,2022-10-12,32,Female,France,1580
79,36,33,Laptop,Electronics,615,1,2022-01-12,41,Male,UK,615
80,197,17,Laptop,Electronics,505,4,2022-04-05,55,Male,UK,2020
81,77,6,Tablet,Electronics,504,4,2022-10-29,52,Female,Australia,2016
82,31,4,Headphones,Accessories,416,2,2022-09-10,47,Male,USA,832
83,47,20,Laptop,Electronics,255,1,2022-08-30,48,Male,Australia,255
84,55,48,Sunglasses,Accessories,614,3,2022-02-04,22,Female,USA,1842
85,106,47,Camera,Electronics,971,3,2022-08-03,61,Male,USA,2913
86,190,27,Watch,Accessories,981,1,2022-12-03,31,Female,Canada,981
87,158,15,Watch,Accessories,437,3,2022-03-31,28,Male,Germany,1311
88,121,6,Laptop,Electronics,921,3,2022-09-21,26,Female,Canada,2763
89,55,47,Sunglasses,Accessories,981,1,2022-04-03,51,Male,Germany,981
90,144,14,Shoes,Clothing,504,4,2022-03-31,29,Male,Australia,2016
91,12,11,Jacket,Clothing,319,1,2022-04-25,52,Female,Germany,319
92,145,39,Jacket,Clothing,841,4,2022-04-15,52,Male,Australia,3364
93,144,9,Tablet,Electronics,992,3,2022-07-15,18,Female,UK,2976
94,140,26,Watch,Accessories,825,3,2022-11-10,57,Male,UK,2475
95,136,16,Laptop,Electronics,389,3,2022-04-24,39,Female,Germany,1167
96,3,5,Jacket,Clothing,752,2,2022-03-16,46,Female,Germany,1504
97,144,10,Laptop,Electronics,992,4,2022-08-05,25,Female,Australia,3968
98,30,50,Tablet,Electronics,611,2,2022-10-04,28,Female,Canada,1222
99,23,3,Watch,Accessories,141,2,2022-09-06,58,Male,Australia,282
100,92,13,T-shirt,Clothing,319,1,2022-06-13,54,Male,Canada,319
101,115,43,Camera,Electronics,389,2,2022-12-23,31,Female,UK,778
102,104,49,Camera,Electronics,451,1,2022-07-11,47,Female,USA,451
103,118,30,Jacket,Clothing,255,1,2022-08-15,52,Female,Germany,255
104,5,45,Camera,Electronics,389,2,2022-06-26,38,Male,Canada,778
105,104,6,T-shirt,Clothing,319,4,2022-04-09,54,Male,Australia,1276
106,108,17,Laptop,Electronics,971,4,2022-02-05,22,Male,UK,3884
107,65,45,Tablet,Electronics,102,4,2022-04-06,36,Male,Canada,408
108,121,19,T-shirt,Clothing,751,4,2022-06-01,31,Female,Australia,3004
109,30,42,Tablet,Electronics,437,4,2022-05-31,43,Female,Germany,1748
110,149,35,Tablet,Electronics,615,2,2022-07-09,21,Female,Germany,1230
111,84,46,Watch,Accessories,389,2,2022-08-12,42,Male,France,778
112,198,26,Laptop,Electronics,395,3,2022-02-06,62,Male,USA,1185
113,150,5,Sunglasses,Accessories,605,4,2022-09-25,59,Male,France,2420
114,200,29,Camera,Electronics,928,2,2022-07-02,42,Female,UK,1856
115,32,37,Sunglasses,Accessories,776,3,2022-01-13,35,Female,Canada,2328
116,161,20,Watch,Accessories,947,4,2022-10-06,57,Male,UK,3788
117,16,49,Tablet,Electronics,319,1,2022-08-05,25,Female,Australia,319
118,38,21,Jacket,Clothing,84,3,2022-12-21,56,Male,Germany,252
119,142,10,Camera,Electronics,51,2,2022-12-27,57,Male,France,102
120,36,5,Camera,Electronics,416,1,2022-10-13,31,Female,France,416
121,151,36,Laptop,Electronics,130,1,2022-09-30,49,Male,France,130
122,114,6,Headphones,Accessories,155,1,2022-03-03,55,Female,UK,155
123,66,26,Smartphone,Electronics,255,3,2022-03-25,50,Male,Germany,765
124,105,4,Smartphone,Electronics,155,2,2022-08-05,40,Female,Canada,310
125,85,39,Smartphone,Electronics,437,1,2022-12-08,32,Female,Australia,437
126,2,39,Headphones,Accessories,779,4,2022-07-06,50,Female,Canada,3116
127,193,50,Laptop,Electronics,51,1,2022-01-19,42,Male,UK,51
128,75,35,Headphones,Accessories,779,1,2022-06-26,34,Male,Australia,779
129,67,1,Smartphone,Electronics,821,3,2022-04-10,50,Female,France,2463
130,180,24,Watch,Accessories,921,3,2022-08-21,64,Female,USA,2763
131,190,36,T-shirt,Clothing,558,2,2022-03-17,19,Male,UK,1116
132,151,6,Tablet,Electronics,751,4,2022-09-22,31,Male,UK,3004
133,154,41,Headphones,Accessories,504,3,2022-10-11,57,Male,Germany,1512
134,196,46,Laptop,Electronics,526,1,2022-07-25,57,Female,Canada,526
135,55,44,Laptop,Electronics,779,2,2022-08-11,56,Male,UK,1558
136,6,31,Sunglasses,Accessories,558,1,2022-02-21,23,Male,UK,558
137,163,20,T-shirt,Clothing,611,1,2022-12-05,23,Female,France,611
138,150,24,Jacket,Clothing,395,3,2022-05-24,20,Male,France,1185
139,171,25,Camera,Electronics,141,2,2022-03-10,24,Male,Australia,282
140,143,36,Smartphone,Electronics,389,4,2022-04-09,25,Male,USA,1556
141,86,21,Jacket,Clothing,451,4,2022-01-25,59,Female,Germany,1804
142,60,30,Sunglasses,Accessories,751,3,2022-02-22,32,Female,USA,2253
143,101,24,Smartphone,Electronics,389,3,2022-05-31,64,Female,Australia,1167
144,12,44,T-shirt,Clothing,921,2,2022-05-24,46,Female,France,1842
145,49,42,Sunglasses,Accessories,526,4,2022-02-26,50,Female,Canada,2104
146,42,30,Smartphone,Electronics,51,4,2022-02-08,47,Female,France,204
147,166,22,T-shirt,Clothing,751,4,2022-04-19,56,Female,Germany,3004
148,82,28,Shoes,Clothing,841,1,2022-06-30,44,Male,France,841
149,173,7,Jacket,Clothing,752,4,2022-02-11,53,Male,Germany,3008
150,35,35,Jacket,Clothing,841,1,2022-07-05,46,Female,Germany,841
151,158,28,Camera,Electronics,992,2,2022-08-11,55,Male,Germany,1984
152,158,14,T-shirt,Clothing,416,1,2022-05-02,50,Male,Australia,416
153,134,10,Headphones,Accessories,614,2,2022-05-13,54,Female,Germany,1228
154,67,16,Shoes,Clothing,558,4,2022-06-12,44,Male,Germany,2232
155,80,16,Watch,Accessories,912,4,2022-08-03,50,Male,Canada,3648
156,7,31,Smartphone,Electronics,871,2,2022-08-09,21,Male,USA,1742
157,180,42,Shoes,Clothing,865,3,2022-08-23,39,Male,UK,2595
158,14,25,T-shirt,Clothing,981,2,2022-11-27,19,Male,USA,1962
159,73,13,Tablet,Electronics,395,3,2022-05-26,27,Female,Germany,1185
160,143,6,Smartphone,Electronics,821,1,2022-08-27,22,Female,Canada,821
161,149,44,Laptop,Electronics,558,1,2022-03-17,27,Female,France,558
162,163,9,Jacket,Clothing,511,1,2022-01-09,50,Male,Canada,511
163,66,45,T-shirt,Clothing,615,4,2022-03-15,55,Female,Germany,2460
164,91,36,Laptop,Electronics,526,1,2022-09-10,30,Male,Canada,526
165,130,43,Camera,Electronics,774,3,2022-08-18,48,Male,Canada,2322
166,163,20,Sunglasses,Accessories,776,1,2022-01-07,64,Male,Germany,776
167,20,18,Watch,Accessories,752,2,2022-06-23,53,Male,Australia,1504
168,10,43,Watch,Accessories,779,2,2022-05-21,62,Female,Canada,1558
169,25,21,Laptop,Electronics,928,4,2022-06-17,41,Female,UK,3712
170,194,4,Jacket,Clothing,511,2,2022-06-19,32,Male,UK,1022
171,25,50,Camera,Electronics,51,3,2022-10-10,46,Female,Canada,153
172,54,33,Tablet,Electronics,752,1,2022-05-02,25,Male,Australia,752
173,33,27,Jacket,Clothing,751,4,2022-07-13,22,Female,France,3004
174,164,7,Shoes,Clothing,51,1,2022-01-05,46,Female,Germany,51
175,95,6,Watch,Accessories,769,1,2022-01-29,64,Male,UK,769
176,14,15,Shoes,Clothing,437,3,2022-06-14,21,Female,France,1311
177,65,18,Smartphone,Electronics,51,2,2022-12-05,29,Male,Canada,102
178,110,32,Headphones,Accessories,865,2,2022-05-16,62,Female,France,1730
179,80,11,T-shirt,Clothing,928,1,2022-12-31,19,Male,USA,928
180,54,20,Camera,Electronics,395,4,2022-11-17,44,Male,UK,1580
181,125,24,Jacket,Clothing,605,2,2022-12-08,48,Female,Canada,1210
182,180,15,Watch,Accessories,912,4,2022-05-25,53,Female,Germany,3648
183,131,48,Shoes,Clothing,615,2,2022-11-23,53,Male,Australia,1230
184,169,7,Sunglasses,Accessories,614,4,2022-08-05,43,Female,Canada,2456
185,134,21,Smartphone,Electronics,141,3,2022-10-28,60,Female,Germany,423
186,25,42,T-shirt,Clothing,130,4,2022-05-12,44,Male,Australia,520
187,141,26,T-shirt,Clothing,752,3,2022-10-19,22,Male,Australia,2256
188,117,44,Jacket,Clothing,558,3,2022-03-11,37,Female,Canada,1674
189,136,14,Camera,Electronics,477,4,2022-09-09,28,Male,France,1908
190,149,37,Tablet,Electronics,319,3,2022-10-02,27,Male,France,957
191,196,21,Sunglasses,Accessories,251,1,2022-12-30,57,Male,Australia,251
192,25,18,Jacket,Clothing,102,3,2022-07-01,55,Female,France,306
193,79,5,Shoes,Clothing,141,2,2022-06-16,23,Female,USA,282
194,68,3,Headphones,Accessories,751,4,2022-04-01,25,Male,Australia,3004
195,173,23,Laptop,Electronics,320,1,2022-07-21,40,Female,Australia,320
196,188,26,Tablet,Electronics,395,4,2022-12-12,64,Male,Germany,1580
197,12,37,Camera,Electronics,779,2,2022-01-19,43,Female,France,1558
198,32,24,Smartphone,Electronics,947,2,2022-02-08,63,Male,Australia,1894
199,128,49,Tablet,Electronics,826,2,2022-05-06,60,Male,USA,1652
200,96,19,Watch,Accessories,437,3,2022-06-22,29,Female,Germany,1311
201,92,25,Camera,Electronics,526,3,2022-05-21,43,Male,Canada,1578
202,141,21,Headphones,Accessories,871,4,2022-08-30,30,Female,Australia,3484
203,31,12,Watch,Accessories,558,4,2022-08-08,57,Female,USA,2232
204,78,41,Tablet,Electronics,130,1,2022-05-06,35,Male,UK,130
205,20,33,Laptop,Electronics,615,1,2022-02-27,42,Male,USA,615
206,146,50,Laptop,Electronics,102,4,2022-05-28,50,Female,USA,408
207,60,4,Headphones,Accessories,439,3,2022-11-13,64,Male,Germany,1317
208,191,42,T-shirt,Clothing,615,2,2022-12-27,57,Male,Canada,1230
209,134,7,Sunglasses,Accessories,320,4,2022-01-01,60,Male,UK,1280
210,160,22,Smartphone,Electronics,912,1,2022-12-14,29,Male,France,912
211,93,33,T-shirt,Clothing,605,3,2022-07-09,61,Male,France,1815
212,43,17,Laptop,Electronics,871,4,2022-07-10,53,Female,USA,3484
213,130,24,Laptop,Electronics,798,4,2022-11-08,21,Female,Germany,3192
214,60,34,Shoes,Clothing,451,3,2022-04-27,22,Male,Germany,1353
215,151,28,Watch,Accessories,826,4,2022-05-14,54,Male,France,3304
216,31,43,Tablet,Electronics,841,3,2022-02-27,25,Male,UK,2523
217,5,41,Smartphone,Electronics,798,2,2022-02-13,59,Female,Canada,1596
218,162,39,Headphones,Accessories,947,3,2022-06-22,45,Male,UK,2841
219,10,22,Tablet,Electronics,416,3,2022-06-09,48,Female,Australia,1248
220,89,49,Shoes,Clothing,841,3,2022-06-22,26,Female,Australia,2523
221,130,17,Laptop,Electronics,477,4,2022-11-13,46,Female,Canada,1908
222,126,34,Headphones,Accessories,320,4,2022-10-30,31,Male,France,1280
223,11,6,Laptop,Electronics,437,3,2022-05-29,57,Female,Canada,1311
224,178,46,Smartphone,Electronics,826,4,2022-03-21,58,Male,Germany,3304
225,159,6,Watch,Accessories,558,1,2022-08-01,39,Female,Australia,558
226,56,34,Tablet,Electronics,320,1,2022-07-22,28,Male,USA,320
227,83,1,Tablet,Electronics,477,4,2022-09-09,40,Female,USA,1908
228,137,10,T-shirt,Clothing,798,4,2022-08-17,18,Male,France,3192
229,99,21,Headphones,Accessories,387,3,2022-06-13,63,Female,Germany,1161
230,149,5,Sunglasses,Accessories,345,2,2022-08-15,54,Male,UK,690
231,73,2,Shoes,Clothing,251,4,2022-05-27,38,Male,Germany,1004
232,156,22,Sunglasses,Accessories,251,1,2022-01-20,43,Male,USA,251
233,190,48,T-shirt,Clothing,141,3,2022-02-16,63,Male,USA,423
234,115,2,Smartphone,Electronics,102,4,2022-08-21,53,Female,Australia,408
235,7,10,Shoes,Clothing,511,1,2022-11-01,40,Female,Germany,511
236,80,34,Watch,Accessories,611,1,2022-01-14,18,Male,Germany,611
237,144,16,Sunglasses,Accessories,558,2,2022-05-23,57,Female,USA,1116
238,97,48,Watch,Accessories,971,3,2022-01-01,32,Male,UK,2913
239,4,39,Sunglasses,Accessories,752,3,2022-02-23,38,Male,France,2256
240,4,22,Watch,Accessories,971,2,2022-09-16,64,Female,France,1942
241,103,12,Sunglasses,Accessories,865,2,2022-05-24,26,Male,Germany,1730
242,40,24,Watch,Accessories,439,3,2022-01-12,26,Male,France,1317
243,17,47,T-shirt,Clothing,871,3,2022-11-26,27,Female,USA,2613
244,101,40,Camera,Electronics,451,4,2022-08-12,43,Male,USA,1804
245,103,38,Shoes,Clothing,928,4,2022-09-29,58,Male,Germany,3712
246,124,10,Headphones,Accessories,130,2,2022-12-24,52,Male,Germany,260
247,52,35,Smartphone,Electronics,947,4,2022-06-05,42,Male,Australia,3788
248,52,49,Jacket,Clothing,779,1,2022-01-08,43,Female,Germany,779
249,164,32,Laptop,Electronics,477,4,2022-05-02,28,Female,UK,1908
250,124,7,Headphones,Accessories,752,4,2022-12-14,55,Female,France,3008
251,166,21,Laptop,Electronics,526,1,2022-06-13,19,Male,Germany,526
252,178,20,Shoes,Clothing,437,2,2022-03-31,24,Male,Canada,874
253,63,26,Headphones,Accessories,451,1,2022-05-16,35,Female,Australia,451
254,116,4,Watch,Accessories,611,4,2022-07-05,44,Male,Canada,2444
255,191,46,Watch,Accessories,774,2,2022-11-12,51,Male,USA,1548
256,62,22,Jacket,Clothing,751,4,2022-06-27,44,Male,France,3004
257,7,15,Laptop,Electronics,345,1,2022-01-28,34,Male,Germany,345
258,155,40,Smartphone,Electronics,971,1,2022-08-08,60,Female,Canada,971
259,92,21,Shoes,Clothing,51,4,2022-12-23,61,Female,France,204
260,14,15,Watch,Accessories,798,3,2022-02-10,41,Female,USA,2394
261,199,22,Camera,Electronics,301,3,2022-08-16,42,Male,UK,903
262,86,28,T-shirt,Clothing,776,1,2022-07-11,24,Female,Australia,776
263,133,14,T-shirt,Clothing,841,1,2022-05-25,23,Female,France,841
264,183,27,Sunglasses,Accessories,155,3,2022-07-20,41,Male,France,465
265,130,41,Smartphone,Electronics,928,3,2022-07-31,50,Male,UK,2784
266,62,40,T-shirt,Clothing,251,4,2022-08-08,46,Female,France,1004
267,149,28,Sunglasses,Accessories,928,4,2022-08-28,60,Female,USA,3712
268,79,26,Laptop,Electronics,319,3,2022-02-15,39,Female,USA,957
269,149,49,Watch,Accessories,387,4,2022-02-04,43,Female,UK,1548
270,138,2,Watch,Accessories,389,4,2022-09-10,45,Male,Australia,1556
271,58,25,Camera,Electronics,774,2,2022-03-23,38,Female,Germany,1548
272,120,3,Headphones,Accessories,102,4,2022-09-13,24,Female,Canada,408
273,167,8,T-shirt,Clothing,912,1,2022-07-16,34,Male,Germany,912
274,133,44,Laptop,Electronics,301,4,2022-10-30,37,Female,France,1204
275,65,33,Tablet,Electronics,825,4,2022-01-10,58,Male,Canada,3300
276,13,42,T-shirt,Clothing,971,3,2022-11-08,37,Male,UK,2913
277,181,35,Smartphone,Electronics,614,1,2022-10-13,39,Male,UK,614
278,82,6,Headphones,Accessories,319,4,2022-08-30,45,Female,Australia,1276
279,173,39,T-shirt,Clothing,825,4,2022-09-08,57,Female,Canada,3300
280,160,23,Laptop,Electronics,981,2,2022-12-31,24,Male,USA,1962
281,164,25,T-shirt,Clothing,921,4,2022-01-05,18,Female,Canada,3684
282,188,50,Smartphone,Electronics,605,4,2022-04-29,49,Female,France,2420
283,139,43,Tablet,Electronics,102,2,2022-10-16,30,Male,USA,204
284,191,19,Shoes,Clothing,558,3,2022-03-06,47,Male,UK,1674
285,149,5,Jacket,Clothing,921,4,2022-05-26,40,Female,Canada,3684
286,52,11,Tablet,Electronics,511,2,2022-08-12,36,Male,Germany,1022
287,183,12,Sunglasses,Accessories,437,1,2022-08-27,49,Female,Australia,437
288,117,10,T-shirt,Clothing,320,3,2022-06-26,47,Female,Germany,960
289,26,8,Watch,Accessories,84,1,2022-09-24,46,Female,Australia,84
290,196,24,Camera,Electronics,387,1,2022-12-07,62,Female,France,387
291,34,28,Watch,Accessories,614,2,2022-10-09,46,Male,Germany,1228
292,52,41,Tablet,Electronics,558,4,2022-03-04,47,Male,Canada,2232
293,112,36,Watch,Accessories,511,2,2022-08-05,33,Male,Canada,1022
294,82,37,Laptop,Electronics,826,2,2022-12-08,57,Male,Germany,1652
295,180,21,Watch,Accessories,752,2,2022-11-11,36,Female,Canada,1504
296,157,8,Headphones,Accessories,387,2,2022-10-10,35,Female,France,774
297,166,9,Shoes,Clothing,504,3,2022-06-26,18,Male,USA,1512
298,42,47,T-shirt,Clothing,387,4,2022-04-08,31,Female,France,1548
299,21,15,Watch,Accessories,345,1,2022-04-15,64,Female,Australia,345
300,42,48,Smartphone,Electronics,611,1,2022-04-09,19,Female,France,611
301,141,46,Shoes,Clothing,477,4,2022-11-07,45,Male,Australia,1908
302,113,40,Shoes,Clothing,141,1,2022-01-06,47,Male,Canada,141
303,105,18,Watch,Accessories,774,4,2022-07-16,55,Male,USA,3096
304,192,42,Shoes,Clothing,871,1,2022-12-17,21,Female,Canada,871
305,17,20,Camera,Electronics,776,2,2022-05-13,18,Male,UK,1552
306,120,6,Watch,Accessories,841,1,2022-12-24,25,Male,Canada,841
307,137,12,Laptop,Electronics,451,4,2022-09-16,46,Male,Australia,1804
308,169,2,Tablet,Electronics,319,4,2022-01-23,56,Male,Canada,1276
309,129,7,Headphones,Accessories,505,4,2022-02-22,20,Male,Canada,2020
310,130,16,Jacket,Clothing,477,4,2022-06-14,49,Male,USA,1908
311,60,3,Sunglasses,Accessories,921,4,2022-07-21,27,Female,Canada,3684
312,48,45,Shoes,Clothing,439,3,2022-03-24,27,Female,USA,1317
313,29,3,Laptop,Electronics,395,3,2022-05-25,36,Male,Germany,1185
314,97,27,T-shirt,Clothing,774,1,2022-03-26,63,Male,UK,774
315,10,50,T-shirt,Clothing,511,4,2022-03-19,51,Female,USA,2044
316,58,43,Sunglasses,Accessories,301,1,2022-01-01,50,Female,Australia,301
317,188,40,Headphones,Accessories,320,4,2022-02-20,40,Male,Germany,1280
318,21,38,Shoes,Clothing,971,4,2022-06-22,45,Male,USA,3884
319,28,33,Camera,Electronics,774,3,2022-07-24,49,Male,USA,2322
320,34,28,Sunglasses,Accessories,505,3,2022-09-17,24,Male,UK,1515
321,8,1,Headphones,Accessories,130,2,2022-10-15,46,Female,Australia,260
322,187,8,Shoes,Clothing,451,3,2022-02-03,25,Male,France,1353
323,200,37,Laptop,Electronics,921,2,2022-12-14,18,Male,France,1842
324,177,32,Tablet,Electronics,912,2,2022-04-05,20,Male,USA,1824
325,79,48,Camera,Electronics,615,2,2022-03-13,41,Male,Canada,1230
326,145,43,Jacket,Clothing,825,2,2022-02-08,40,Female,Australia,1650
327,188,37,T-shirt,Clothing,84,2,2022-06-03,25,Female,Germany,168
328,87,4,Smartphone,Electronics,947,1,2022-09-07,64,Female,Canada,947
329,88,30,Laptop,Electronics,615,3,2022-06-11,54,Male,Canada,1845
330,173,6,T-shirt,Clothing,416,2,2022-04-28,20,Male,Australia,832
331,69,46,Watch,Accessories,774,4,2022-09-16,50,Female,USA,3096
332,160,19,Smartphone,Electronics,821,3,2022-11-02,45,Male,USA,2463
333,172,32,T-shirt,Clothing,947,3,2022-09-25,64,Male,USA,2841
334,193,9,Headphones,Accessories,451,2,2022-02-23,25,Female,USA,902
335,87,12,Camera,Electronics,130,1,2022-08-24,51,Female,France,130
336,101,11,T-shirt,Clothing,826,2,2022-08-10,52,Female,USA,1652
337,8,46,Jacket,Clothing,614,1,2022-09-08,49,Female,France,614
338,77,16,Tablet,Electronics,255,4,2022-11-09,41,Male,France,1020
339,200,1,Headphones,Accessories,511,3,2022-04-22,31,Male,USA,1533
340,87,45,Laptop,Electronics,971,4,2022-09-12,49,Female,UK,3884
341,43,21,Laptop,Electronics,826,1,2022-10-30,63,Male,Germany,826
342,129,30,Laptop,Electronics,511,1,2022-07-26,60,Female,Canada,511
343,109,13,Laptop,Electronics,511,4,2022-08-17,33,Female,France,2044
344,179,34,Tablet,Electronics,439,1,2022-12-07,21,Male,Australia,439
345,152,4,T-shirt,Clothing,102,4,2022-03-07,54,Female,Australia,408
346,152,28,Shoes,Clothing,779,3,2022-03-16,38,Male,Germany,2337
347,17,38,T-shirt,Clothing,389,4,2022-04-13,31,Male,Australia,1556
348,133,31,Watch,Accessories,841,3,2022-07-11,48,Male,UK,2523
349,148,27,Camera,Electronics,558,4,2022-09-09,35,Male,Australia,2232
350,21,5,Smartphone,Electronics,451,1,2022-08-14,24,Female,Canada,451
351,58,25,Shoes,Clothing,439,4,2022-10-21,27,Male,Canada,1756
352,159,3,Shoes,Clothing,971,1,2022-11-02,24,Female,France,971
353,110,33,T-shirt,Clothing,416,4,2022-04-08,50,Female,USA,1664
354,139,4,Shoes,Clothing,614,4,2022-12-04,40,Female,UK,2456
355,180,25,Sunglasses,Accessories,798,2,2022-10-13,38,Female,France,1596
356,143,20,Sunglasses,Accessories,928,1,2022-12-01,36,Male,UK,928
357,135,34,Watch,Accessories,51,2,2022-12-13,36,Male,USA,102
358,28,26,Smartphone,Electronics,437,1,2022-11-04,53,Female,Australia,437
359,51,5,Jacket,Clothing,865,2,2022-09-06,46,Female,Australia,1730
360,186,35,Tablet,Electronics,947,3,2022-06-15,35,Male,USA,2841
361,5,28,T-shirt,Clothing,389,4,2022-12-01,19,Female,France,1556
362,5,29,Tablet,Electronics,826,1,2022-01-30,18,Male,USA,826
363,94,9,Jacket,Clothing,947,1,2022-09-04,64,Female,Germany,947
364,96,38,T-shirt,Clothing,992,4,2022-04-16,22,Male,Canada,3968
