order_id,customer_id,product_id,product_name,category,unit_price,quantity,order_date,customer_age,customer_gender,country,sales
37,97,20,Watch,Accessories,251,4,02-08-2022,43,Male,Australia,1004
38,164,17,T-shirt,Electronics,947,2,04-10-2022,62,Female,USA,1894
39,131,7,Shoes,Electronics,921,1,10/16/2022,61,Male,UK,921
40,73,4,Headphones,Clothing,841,4,09-11-2022,22,Female,Australia,3364
41,136,29,Jacket,Accessories,437,3,08-10-2022,23,Female,UK,1311
42,97,14,T-shirt,Electronics,774,3,12/23/2022,43,Male,USA,2322
43,123,3,Headphones,Clothing,865,2,1/23/2022,21,Female,USA,1730
44,70,24,Camera,Clothing,301,4,09-07-2022,36,Male,Germany,1204
45,169,37,Camera,Electronics,255,1,01-10-2022,37,Male,USA,255
46,196,16,Headphones,Electronics,319,3,09-03-2022,50,Male,Australia,957
47,13,4,Shoes,Accessories,255,4,11/21/2022,37,Male,Australia,1020
48,49,24,T-shirt,Accessories,912,4,04-10-2022,29,Male,Australia,3648
49,60,34,Shoes,Accessories,947,2,10/17/2022,64,Female,Germany,1894
50,130,30,Smartphone,Accessories,821,3,6/29/2022,18,Female,Germany,2463
51,188,18,Tablet,Electronics,779,3,08-11-2022,43,Female,USA,2337
52,5,19,Smartphone,Clothing,437,1,09-07-2022,31,Male,Canada,437
53,172,31,Camera,Clothing,141,3,5/27/2022,55,Male,Canada,423
54,27,19,Jacket,Electronics,319,1,04-06-2022,54,Male,Germany,319
55,160,49,Laptop,Clothing,841,3,9/14/2022,28,Female,USA,2523
56,149,46,Tablet,Electronics,301,2,11/21/2022,53,Male,Canada,602
57,8,19,Camera,Electronics,437,3,01-04-2022,30,Female,USA,1311
58,200,22,Shoes,Clothing,826,1,1/16/2022,60,Female,USA,826
59,50,24,Shoes,Accessories,389,1,10-07-2022,20,Male,USA,389
60,67,45,Shoes,Clothing,752,2,12-02-2022,50,Male,France,1504
61,44,12,Jacket,Clothing,981,3,09-04-2022,23,Female,Australia,2943
62,125,30,Smartphone,Accessories,141,3,9/15/2022,27,Male,USA,423
63,58,38,Laptop,Clothing,301,2,06-09-2022,22,Female,France,602
64,3,31,Shoes,Clothing,84,3,12-06-2022,40,Male,Germany,252
65,86,36,Sunglasses,Accessories,102,3,06-01-2022,27,Male,Canada,306
66,70,19,Tablet,Accessories,865,1,6/27/2022,61,Female,Australia,865
67,130,48,T-shirt,Electronics,437,3,06-12-2022,19,Male,Canada,1311
68,172,45,Sunglasses,Electronics,992,3,02-02-2022,30,Female,Australia,2976
69,2,36,Laptop,Electronics,981,2,6/28/2022,57,Male,Canada,1962
70,102,30,Jacket,Electronics,774,2,04-11-2022,19,Female,Australia,1548
71,35,49,Laptop,Accessories,558,4,9/25/2022,37,Female,Canada,2232
72,98,33,T-shirt,Accessories,871,1,11/19/2022,18,Male,Canada,871
73,30,18,Tablet,Accessories,51,3,03-06-2022,54,Female,Canada,153
74,116,49,T-shirt,Clothing,211,3,6/17/2022,26,Male,Canada,633
75,8,28,Headphones,Electronics,947,4,11/26/2022,34,Male,Germany,3788
76,150,47,Tablet,Accessories,769,3,02-12-2022,26,Male,USA,2307
77,44,11,Laptop,Accessories,155,1,2/13/2022,28,Female,UK,155
78,186,45,Shoes,Electronics,395,4,10-12-2022,32,Female,France,1580
79,36,33,Laptop,Clothing,615,1,01-12-2022,41,Male,UK,615
80,197,17,Laptop,Accessories,505,4,04-05-2022,55,Male,UK,2020
81,77,6,Tablet,Electronics,504,4,10/29/2022,52,Female,Australia,2016
82,31,4,Headphones,Clothing,416,2,09-10-2022,47,Male,USA,832
83,47,20,Laptop,Accessories,255,1,8/30/2022,48,Male,Australia,255
84,55,48,Sunglasses,Accessories,614,3,02-04-2022,22,Female,USA,1842
85,106,47,Camera,Electronics,971,3,08-03-2022,61,Male,USA,2913
86,190,27,Watch,Accessories,981,1,12-03-2022,31,Female,Canada,981
87,158,15,Watch,Accessories,437,3,3/31/2022,28,Male,Germany,1311
88,121,6,Laptop,Clothing,921,3,9/21/2022,26,Female,Canada,2763
89,55,47,Sunglasses,Electronics,981,1,04-03-2022,51,Male,Germany,981
90,144,14,Shoes,Electronics,504,4,3/31/2022,29,Male,Australia,2016
91,12,11,Jacket,Clothing,319,1,4/25/2022,52,Female,Germany,319
92,145,39,Jacket,Clothing,841,4,4/15/2022,52,Male,Australia,3364
93,144,9,Tablet,Accessories,992,3,7/15/2022,18,Female,UK,2976
94,140,26,Watch,Accessories,825,3,11-10-2022,57,Male,UK,2475
95,136,16,Laptop,Accessories,389,3,4/24/2022,39,Female,Germany,1167
96,3,5,Jacket,Electronics,752,2,3/16/2022,46,Female,Germany,1504
97,144,10,Laptop,Accessories,992,4,08-05-2022,25,Female,Australia,3968
98,30,50,Tablet,Clothing,611,2,10-04-2022,28,Female,Canada,1222
99,23,3,Watch,Accessories,141,2,09-06-2022,58,Male,Australia,282
100,92,13,T-shirt,Clothing,319,1,6/13/2022,54,Male,Canada,319
101,115,43,Camera,Accessories,389,2,12/23/2022,31,Female,UK,778
102,104,49,Camera,Clothing,451,1,07-11-2022,47,Female,USA,451
103,118,30,Jacket,Accessories,255,1,8/15/2022,52,Female,Germany,255
104,5,45,Camera,Accessories,389,2,6/26/2022,38,Male,Canada,778
105,104,6,T-shirt,Electronics,319,4,04-09-2022,54,Male,Australia,1276
106,108,17,Laptop,Clothing,971,4,02-05-2022,22,Male,UK,3884
107,65,45,Tablet,Electronics,102,4,04-06-2022,36,Male,Canada,408
108,121,19,T-shirt,Accessories,751,4,06-01-2022,31,Female,Australia,3004
109,30,42,Tablet,Accessories,437,4,5/31/2022,43,Female,Germany,1748
110,149,35,Tablet,Clothing,615,2,07-09-2022,21,Female,Germany,1230
111,84,46,Watch,Accessories,389,2,08-12-2022,42,Male,France,778
112,198,26,Laptop,Electronics,395,3,02-06-2022,62,Male,USA,1185
113,150,5,Sunglasses,Clothing,605,4,9/25/2022,59,Male,France,2420
114,200,29,Camera,Clothing,928,2,07-02-2022,42,Female,UK,1856
115,32,37,Sunglasses,Accessories,776,3,1/13/2022,35,Female,Canada,2328
116,161,20,Watch,Accessories,947,4,10-06-2022,57,Male,UK,3788
117,16,49,Tablet,Accessories,319,1,08-05-2022,25,Female,Australia,319
118,38,21,Jacket,Electronics,84,3,12/21/2022,56,Male,Germany,252
119,142,10,Camera,Accessories,51,2,12/27/2022,57,Male,France,102
120,36,5,Camera,Clothing,416,1,10/13/2022,31,Female,France,416
121,151,36,Laptop,Accessories,130,1,9/30/2022,49,Male,France,130
122,114,6,Headphones,Electronics,155,1,03-03-2022,55,Female,UK,155
123,66,26,Smartphone,Clothing,255,3,3/25/2022,50,Male,Germany,765
124,105,4,Smartphone,Accessories,155,2,08-05-2022,40,Female,Canada,310
125,85,39,Smartphone,Electronics,437,1,12-08-2022,32,Female,Australia,437
126,2,39,Headphones,Accessories,779,4,07-06-2022,50,Female,Canada,3116
127,193,50,Laptop,Accessories,51,1,1/19/2022,42,Male,UK,51
128,75,35,Headphones,Accessories,779,1,6/26/2022,34,Male,Australia,779
129,67,1,Smartphone,Electronics,821,3,04-10-2022,50,Female,France,2463
130,180,24,Watch,Clothing,921,3,8/21/2022,64,Female,USA,2763
131,190,36,T-shirt,Accessories,558,2,3/17/2022,19,Male,UK,1116
132,151,6,Tablet,Accessories,751,4,9/22/2022,31,Male,UK,3004
133,154,41,Headphones,Electronics,504,3,10-11-2022,57,Male,Germany,1512
134,196,46,Laptop,Electronics,526,1,7/25/2022,57,Female,Canada,526
135,55,44,Laptop,Accessories,779,2,08-11-2022,56,Male,UK,1558
136,6,31,Sunglasses,Clothing,558,1,2/21/2022,23,Male,UK,558
137,163,20,T-shirt,Electronics,611,1,12-05-2022,23,Female,France,611
138,150,24,Jacket,Accessories,395,3,5/24/2022,20,Male,France,1185
139,171,25,Camera,Clothing,141,2,03-10-2022,24,Male,Australia,282
140,143,36,Smartphone,Clothing,389,4,04-09-2022,25,Male,USA,1556
141,86,21,Jacket,Accessories,451,4,1/25/2022,59,Female,Germany,1804
142,60,30,Sunglasses,Accessories,751,3,2/22/2022,32,Female,USA,2253
143,101,24,Smartphone,Accessories,389,3,5/31/2022,64,Female,Australia,1167
144,12,44,T-shirt,Clothing,921,2,5/24/2022,46,Female,France,1842
145,49,42,Sunglasses,Clothing,526,4,2/26/2022,50,Female,Canada,2104
146,42,30,Smartphone,Clothing,51,4,02-08-2022,47,Female,France,204
147,166,22,T-shirt,Electronics,751,4,4/19/2022,56,Female,Germany,3004
148,82,28,Shoes,Clothing,841,1,6/30/2022,44,Male,France,841
149,173,7,Jacket,Electronics,752,4,02-11-2022,53,Male,Germany,3008
150,35,35,Jacket,Electronics,841,1,07-05-2022,46,Female,Germany,841
151,158,28,Camera,Accessories,992,2,08-11-2022,55,Male,Germany,1984
152,158,14,T-shirt,Accessories,416,1,05-02-2022,50,Male,Australia,416
153,134,10,Headphones,Accessories,614,2,5/13/2022,54,Female,Germany,1228
154,67,16,Shoes,Accessories,558,4,06-12-2022,44,Male,Germany,2232
155,80,16,Watch,Electronics,912,4,08-03-2022,50,Male,Canada,3648
156,7,31,Smartphone,Accessories,871,2,08-09-2022,21,Male,USA,1742
157,180,42,Shoes,Clothing,865,3,8/23/2022,39,Male,UK,2595
158,14,25,T-shirt,Clothing,981,2,11/27/2022,19,Male,USA,1962
159,73,13,Tablet,Accessories,395,3,5/26/2022,27,Female,Germany,1185
160,143,6,Smartphone,Electronics,821,1,8/27/2022,22,Female,Canada,821
161,149,44,Laptop,Clothing,558,1,3/17/2022,27,Female,France,558
162,163,9,Jacket,Clothing,511,1,01-09-2022,50,Male,Canada,511
163,66,45,T-shirt,Electronics,615,4,3/15/2022,55,Female,Germany,2460
164,91,36,Laptop,Electronics,526,1,09-10-2022,30,Male,Canada,526
165,130,43,Camera,Accessories,774,3,8/18/2022,48,Male,Canada,2322
166,163,20,Sunglasses,Electronics,776,1,01-07-2022,64,Male,Germany,776
167,20,18,Watch,Accessories,752,2,6/23/2022,53,Male,Australia,1504
168,10,43,Watch,Accessories,779,2,5/21/2022,62,Female,Canada,1558
169,25,21,Laptop,Electronics,928,4,6/17/2022,41,Female,UK,3712
170,194,4,Jacket,Accessories,511,2,6/19/2022,32,Male,UK,1022
171,25,50,Camera,Clothing,51,3,10-10-2022,46,Female,Canada,153
172,54,33,Tablet,Clothing,752,1,05-02-2022,25,Male,Australia,752
173,33,27,Jacket,Accessories,751,4,7/13/2022,22,Female,France,3004
174,164,7,Shoes,Clothing,51,1,01-05-2022,46,Female,Germany,51
175,95,6,Watch,Accessories,769,1,1/29/2022,64,Male,UK,769
176,14,15,Shoes,Accessories,437,3,6/14/2022,21,Female,France,1311
177,65,18,Smartphone,Electronics,51,2,12-05-2022,29,Male,Canada,102
178,110,32,Headphones,Electronics,865,2,5/16/2022,62,Female,France,1730
179,80,11,T-shirt,Clothing,928,1,12/31/2022,19,Male,USA,928
180,54,20,Camera,Electronics,395,4,11/17/2022,44,Male,UK,1580
181,125,24,Jacket,Electronics,605,2,12-08-2022,48,Female,Canada,1210
182,180,15,Watch,Accessories,912,4,5/25/2022,53,Female,Germany,3648
183,131,48,Shoes,Accessories,615,2,11/23/2022,53,Male,Australia,1230
184,169,7,Sunglasses,Electronics,614,4,08-05-2022,43,Female,Canada,2456
185,134,21,Smartphone,Electronics,141,3,10/28/2022,60,Female,Germany,423
186,25,42,T-shirt,Accessories,130,4,05-12-2022,44,Male,Australia,520
187,141,26,T-shirt,Electronics,752,3,10/19/2022,22,Male,Australia,2256
188,117,44,Jacket,Clothing,558,3,03-11-2022,37,Female,Canada,1674
189,136,14,Camera,Accessories,477,4,09-09-2022,28,Male,France,1908
190,149,37,Tablet,Electronics,319,3,10-02-2022,27,Male,France,957
191,196,21,Sunglasses,Clothing,251,1,12/30/2022,57,Male,Australia,251
192,25,18,Jacket,Accessories,102,3,07-01-2022,55,Female,France,306
193,79,5,Shoes,Accessories,141,2,6/16/2022,23,Female,USA,282
194,68,3,Headphones,Clothing,751,4,04-01-2022,25,Male,Australia,3004
195,173,23,Laptop,Clothing,320,1,7/21/2022,40,Female,Australia,320
196,188,26,Tablet,Accessories,395,4,12-12-2022,64,Male,Germany,1580
197,12,37,Camera,Accessories,779,2,1/19/2022,43,Female,France,1558
198,32,24,Smartphone,Accessories,947,2,02-08-2022,63,Male,Australia,1894
199,128,49,Tablet,Accessories,826,2,05-06-2022,60,Male,USA,1652
200,96,19,Watch,Clothing,437,3,6/22/2022,29,Female,Germany,1311
201,92,25,Camera,Clothing,526,3,5/21/2022,43,Male,Canada,1578
202,141,21,Headphones,Accessories,871,4,8/30/2022,30,Female,Australia,3484
203,31,12,Watch,Clothing,558,4,08-08-2022,57,Female,USA,2232
204,78,41,Tablet,Clothing,130,1,05-06-2022,35,Male,UK,130
205,20,33,Laptop,Clothing,615,1,2/27/2022,42,Male,USA,615
206,146,50,Laptop,Electronics,102,4,5/28/2022,50,Female,USA,408
207,60,4,Headphones,Accessories,439,3,11/13/2022,64,Male,Germany,1317
208,191,42,T-shirt,Clothing,615,2,12/27/2022,57,Male,Canada,1230
209,134,7,Sunglasses,Electronics,320,4,01-01-2022,60,Male,UK,1280
210,160,22,Smartphone,Clothing,912,1,12/14/2022,29,Male,France,912
211,93,33,T-shirt,Clothing,605,3,07-09-2022,61,Male,France,1815
212,43,17,Laptop,Electronics,871,4,07-10-2022,53,Female,USA,3484
213,130,24,Laptop,Clothing,798,4,11-08-2022,21,Female,Germany,3192
214,60,34,Shoes,Electronics,451,3,4/27/2022,22,Male,Germany,1353
215,151,28,Watch,Accessories,826,4,5/14/2022,54,Male,France,3304
216,31,43,Tablet,Clothing,841,3,2/27/2022,25,Male,UK,2523
217,5,41,Smartphone,Clothing,798,2,2/13/2022,59,Female,Canada,1596
218,162,39,Headphones,Accessories,947,3,6/22/2022,45,Male,UK,2841
219,10,22,Tablet,Electronics,416,3,06-09-2022,48,Female,Australia,1248
220,89,49,Shoes,Clothing,841,3,6/22/2022,26,Female,Australia,2523
221,130,17,Laptop,Clothing,477,4,11/13/2022,46,Female,Canada,1908
222,126,34,Headphones,Accessories,320,4,10/30/2022,31,Male,France,1280
223,11,6,Laptop,Electronics,437,3,5/29/2022,57,Female,Canada,1311
224,178,46,Smartphone,Accessories,826,4,3/21/2022,58,Male,Germany,3304
225,159,6,Watch,Electronics,558,1,08-01-2022,39,Female,Australia,558
226,56,34,Tablet,Electronics,320,1,7/22/2022,28,Male,USA,320
227,83,1,Tablet,Accessories,477,4,09-09-2022,40,Female,USA,1908
228,137,10,T-shirt,Electronics,798,4,8/17/2022,18,Male,France,3192
229,99,21,Headphones,Clothing,387,3,6/13/2022,63,Female,Germany,1161
230,149,5,Sunglasses,Accessories,345,2,8/15/2022,54,Male,UK,690
231,73,2,Shoes,Accessories,251,4,5/27/2022,38,Male,Germany,1004
232,156,22,Sunglasses,Accessories,251,1,1/20/2022,43,Male,USA,251
233,190,48,T-shirt,Electronics,141,3,2/16/2022,63,Male,USA,423
234,115,2,Smartphone,Clothing,102,4,8/21/2022,53,Female,Australia,408
235,7,10,Shoes,Accessories,511,1,11-01-2022,40,Female,Germany,511
236,80,34,Watch,Accessories,611,1,1/14/2022,18,Male,Germany,611
237,144,16,Sunglasses,Accessories,558,2,5/23/2022,57,Female,USA,1116
238,97,48,Watch,Electronics,971,3,01-01-2022,32,Male,UK,2913
239,4,39,Sunglasses,Accessories,752,3,2/23/2022,38,Male,France,2256
240,4,22,Watch,Clothing,971,2,9/16/2022,64,Female,France,1942
241,103,12,Sunglasses,Electronics,865,2,5/24/2022,26,Male,Germany,1730
242,40,24,Watch,Electronics,439,3,01-12-2022,26,Male,France,1317
243,17,47,T-shirt,Accessories,871,3,11/26/2022,27,Female,USA,2613
244,101,40,Camera,Electronics,451,4,08-12-2022,43,Male,USA,1804
245,103,38,Shoes,Clothing,928,4,9/29/2022,58,Male,Germany,3712
246,124,10,Headphones,Clothing,130,2,12/24/2022,52,Male,Germany,260
247,52,35,Smartphone,Electronics,947,4,06-05-2022,42,Male,Australia,3788
248,52,49,Jacket,Accessories,779,1,01-08-2022,43,Female,Germany,779
249,164,32,Laptop,Electronics,477,4,05-02-2022,28,Female,UK,1908
250,124,7,Headphones,Clothing,752,4,12/14/2022,55,Female,France,3008
251,166,21,Laptop,Accessories,526,1,6/13/2022,19,Male,Germany,526
252,178,20,Shoes,Clothing,437,2,3/31/2022,24,Male,Canada,874
253,63,26,Headphones,Accessories,451,1,5/16/2022,35,Female,Australia,451
254,116,4,Watch,Electronics,611,4,07-05-2022,44,Male,Canada,2444
255,191,46,Watch,Electronics,774,2,11-12-2022,51,Male,USA,1548
256,62,22,Jacket,Electronics,751,4,6/27/2022,44,Male,France,3004
257,7,15,Laptop,Electronics,345,1,1/28/2022,34,Male,Germany,345
258,155,40,Smartphone,Accessories,971,1,08-08-2022,60,Female,Canada,971
259,92,21,Shoes,Accessories,51,4,12/23/2022,61,Female,France,204
260,14,15,Watch,Electronics,798,3,02-10-2022,41,Female,USA,2394
261,199,22,Camera,Electronics,301,3,8/16/2022,42,Male,UK,903
262,86,28,T-shirt,Accessories,776,1,07-11-2022,24,Female,Australia,776
263,133,14,T-shirt,Accessories,841,1,5/25/2022,23,Female,France,841
264,183,27,Sunglasses,Accessories,155,3,7/20/2022,41,Male,France,465
265,130,41,Smartphone,Electronics,928,3,7/31/2022,50,Male,UK,2784
266,62,40,T-shirt,Clothing,251,4,08-08-2022,46,Female,France,1004
267,149,28,Sunglasses,Clothing,928,4,8/28/2022,60,Female,USA,3712
268,79,26,Laptop,Clothing,319,3,2/15/2022,39,Female,USA,957
269,149,49,Watch,Accessories,387,4,02-04-2022,43,Female,UK,1548
270,138,2,Watch,Clothing,389,4,09-10-2022,45,Male,Australia,1556
271,58,25,Camera,Electronics,774,2,3/23/2022,38,Female,Germany,1548
272,120,3,Headphones,Electronics,102,4,9/13/2022,24,Female,Canada,408
273,167,8,T-shirt,Accessories,912,1,7/16/2022,34,Male,Germany,912
274,133,44,Laptop,Electronics,301,4,10/30/2022,37,Female,France,1204
275,65,33,Tablet,Accessories,825,4,01-10-2022,58,Male,Canada,3300
276,13,42,T-shirt,Clothing,971,3,11-08-2022,37,Male,UK,2913
277,181,35,Smartphone,Clothing,614,1,10/13/2022,39,Male,UK,614
278,82,6,Headphones,Accessories,319,4,8/30/2022,45,Female,Australia,1276
279,173,39,T-shirt,Accessories,825,4,09-08-2022,57,Female,Canada,3300
280,160,23,Laptop,Electronics,981,2,12/31/2022,24,Male,USA,1962
281,164,25,T-shirt,Electronics,921,4,01-05-2022,18,Female,Canada,3684
282,188,50,Smartphone,Clothing,605,4,4/29/2022,49,Female,France,2420
283,139,43,Tablet,Clothing,102,2,10/16/2022,30,Male,USA,204
284,191,19,Shoes,Electronics,558,3,03-06-2022,47,Male,UK,1674
285,149,5,Jacket,Accessories,921,4,5/26/2022,40,Female,Canada,3684
286,52,11,Tablet,Clothing,511,2,08-12-2022,36,Male,Germany,1022
287,183,12,Sunglasses,Accessories,437,1,8/27/2022,49,Female,Australia,437
288,117,10,T-shirt,Accessories,320,3,6/26/2022,47,Female,Germany,960
289,26,8,Watch,Clothing,84,1,9/24/2022,46,Female,Australia,84
290,196,24,Camera,Clothing,387,1,12-07-2022,62,Female,France,387
291,34,28,Watch,Accessories,614,2,10-09-2022,46,Male,Germany,1228
292,52,41,Tablet,Accessories,558,4,03-04-2022,47,Male,Canada,2232
293,112,36,Watch,Accessories,511,2,08-05-2022,33,Male,Canada,1022
294,82,37,Laptop,Electronics,826,2,12-08-2022,57,Male,Germany,1652
295,180,21,Watch,Clothing,752,2,11-11-2022,36,Female,Canada,1504
296,157,8,Headphones,Clothing,387,2,10-10-2022,35,Female,France,774
297,166,9,Shoes,Clothing,504,3,6/26/2022,18,Male,USA,1512
298,42,47,T-shirt,Clothing,387,4,04-08-2022,31,Female,France,1548
299,21,15,Watch,Electronics,345,1,4/15/2022,64,Female,Australia,345
300,42,48,Smartphone,Accessories,611,1,04-09-2022,19,Female,France,611
301,141,46,Shoes,Electronics,477,4,11-07-2022,45,Male,Australia,1908
302,113,40,Shoes,Electronics,141,1,01-06-2022,47,Male,Canada,141
303,105,18,Watch,Accessories,774,4,7/16/2022,55,Male,USA,3096
304,192,42,Shoes,Accessories,871,1,12/17/2022,21,Female,Canada,871
305,17,20,Camera,Accessories,776,2,5/13/2022,18,Male,UK,1552
306,120,6,Watch,Clothing,841,1,12/24/2022,25,Male,Canada,841
307,137,12,Laptop,Accessories,451,4,9/16/2022,46,Male,Australia,1804
308,169,2,Tablet,Accessories,319,4,1/23/2022,56,Male,Canada,1276
309,129,7,Headphones,Accessories,505,4,2/22/2022,20,Male,Canada,2020
310,130,16,Jacket,Accessories,477,4,6/14/2022,49,Male,USA,1908
311,60,3,Sunglasses,Accessories,921,4,7/21/2022,27,Female,Canada,3684
312,48,45,Shoes,Electronics,439,3,3/24/2022,27,Female,USA,1317
313,29,3,Laptop,Clothing,395,3,5/25/2022,36,Male,Germany,1185
314,97,27,T-shirt,Accessories,774,1,3/26/2022,63,Male,UK,774
315,10,50,T-shirt,Accessories,511,4,3/19/2022,51,Female,USA,2044
316,58,43,Sunglasses,Electronics,301,1,01-01-2022,50,Female,Australia,301
317,188,40,Headphones,Clothing,320,4,2/20/2022,40,Male,Germany,1280
318,21,38,Shoes,Electronics,971,4,6/22/2022,45,Male,USA,3884
319,28,33,Camera,Electronics,774,3,7/24/2022,49,Male,USA,2322
320,34,28,Sunglasses,Electronics,505,3,9/17/2022,24,Male,UK,1515
321,8,1,Headphones,Accessories,130,2,10/15/2022,46,Female,Australia,260
322,187,8,Shoes,Electronics,451,3,02-03-2022,25,Male,France,1353
323,200,37,Laptop,Accessories,921,2,12/14/2022,18,Male,France,1842
324,177,32,Tablet,Accessories,912,2,04-05-2022,20,Male,USA,1824
325,79,48,Camera,Electronics,615,2,3/13/2022,41,Male,Canada,1230
326,145,43,Jacket,Electronics,825,2,02-08-2022,40,Female,Australia,1650
327,188,37,T-shirt,Electronics,84,2,06-03-2022,25,Female,Germany,168
328,87,4,Smartphone,Accessories,947,1,09-07-2022,64,Female,Canada,947
329,88,30,Laptop,Clothing,615,3,06-11-2022,54,Male,Canada,1845
330,173,6,T-shirt,Accessories,416,2,4/28/2022,20,Male,Australia,832
331,69,46,Watch,Electronics,774,4,9/16/2022,50,Female,USA,3096
332,160,19,Smartphone,Clothing,821,3,11-02-2022,45,Male,USA,2463
333,172,32,T-shirt,Accessories,947,3,9/25/2022,64,Male,USA,2841
334,193,9,Headphones,Accessories,451,2,2/23/2022,25,Female,USA,902
335,87,12,Camera,Electronics,130,1,8/24/2022,51,Female,France,130
336,101,11,T-shirt,Accessories,826,2,08-10-2022,52,Female,USA,1652
337,8,46,Jacket,Accessories,614,1,09-08-2022,49,Female,France,614
338,77,16,Tablet,Clothing,255,4,11-09-2022,41,Male,France,1020
339,200,1,Headphones,Accessories,511,3,4/22/2022,31,Male,USA,1533
340,87,45,Laptop,Clothing,971,4,09-12-2022,49,Female,UK,3884
341,43,21,Laptop,Clothing,826,1,10/30/2022,63,Male,Germany,826
342,129,30,Laptop,Accessories,511,1,7/26/2022,60,Female,Canada,511
343,109,13,Laptop,Accessories,511,4,8/17/2022,33,Female,France,2044
344,179,34,Tablet,Accessories,439,1,12-07-2022,21,Male,Australia,439
345,152,4,T-shirt,Clothing,102,4,03-07-2022,54,Female,Australia,408
346,152,28,Shoes,Electronics,779,3,3/16/2022,38,Male,Germany,2337
347,17,38,T-shirt,Electronics,389,4,4/13/2022,31,Male,Australia,1556
348,133,31,Watch,Electronics,841,3,07-11-2022,48,Male,UK,2523
349,148,27,Camera,Accessories,558,4,09-09-2022,35,Male,Australia,2232
350,21,5,Smartphone,Clothing,451,1,8/14/2022,24,Female,Canada,451
351,58,25,Shoes,Clothing,439,4,10/21/2022,27,Male,Canada,1756
352,159,3,Shoes,Electronics,971,1,11-02-2022,24,Female,France,971
353,110,33,T-shirt,Accessories,416,4,04-08-2022,50,Female,USA,1664
354,139,4,Shoes,Clothing,614,4,12-04-2022,40,Female,UK,2456
355,180,25,Sunglasses,Electronics,798,2,10/13/2022,38,Female,France,1596
356,143,20,Sunglasses,Clothing,928,1,12-01-2022,36,Male,UK,928
357,135,34,Watch,Accessories,51,2,12/13/2022,36,Male,USA,102
358,28,26,Smartphone,Accessories,437,1,11-04-2022,53,Female,Australia,437
359,51,5,Jacket,Clothing,865,2,09-06-2022,46,Female,Australia,1730
360,186,35,Tablet,Accessories,947,3,6/15/2022,35,Male,USA,2841
361,5,28,T-shirt,Electronics,389,4,12-01-2022,19,Female,France,1556
362,5,29,Tablet,Electronics,826,1,1/30/2022,18,Male,USA,826
363,94,9,Jacket,Clothing,947,1,09-04-2022,64,Female,Germany,947
364,96,38,T-shirt,Clothing,992,4,4/16/2022,22,Male,Canada,3968
